num__Grado NLGI Consistencia,num__Viscosidad del Aceite Base a 40°C. cSt,"num__Penetración de Cono a 25°C, 0.1mm","num__Punto de Gota, °C","num__Estabilidad Mecánica, %","num__Punto de Soldadura Cuatro Bolas, kgf","num__Desgaste Cuatro Bolas, mm",num__Indice de Carga-Desgaste,"num__Carga Timken Ok, lb","num__Resistencia al Lavado por Agua a 80°C, %",num__Factor de Velocidad,"num__Temperatura de Servicio °C, min","num__Temperatura de Servicio °C, max",cat__Aceite Base_Mineral,cat__Aceite Base_Mineral HC,cat__Aceite Base_Mineral HT,cat__Aceite Base_Mineral Refinado,cat__Aceite Base_Mineral USP,cat__Aceite Base_Mineral refinado,cat__Aceite Base_Semi-Sintetico,cat__Espesante_Bentonita,cat__Espesante_Complejo Sulfonato de Calcio,cat__Espesante_Complejo de Aluminio,cat__Espesante_Complejo de Aluminio - Poliurea,cat__Espesante_Complejo de Litio,cat__Espesante_Complejo de Poliurea,cat__Espesante_Silica,cat__color_Ambar,cat__color_Azul,cat__color_Beige,cat__color_Beige Claro,cat__color_Blanco,cat__color_CafÃ©,cat__color_CafÃ© Claro,cat__color_Cristalino,cat__color_Gris,cat__color_Negro,cat__color_Rojo,cat__color_Tan,cat__color_Verde,cat__color_Ámbar anaranjado transparente,cat__textura_Adherente,cat__textura_Flexible,cat__textura_Pegajosa,cat__textura_Suave,cat__textura_Suave Adherente,cat__textura_Suave Adhesiva,"cat__textura_Suave, estable",cat__textura_Viscosa adherente
0.6666666666666666,0.014627659574468087,0.21739130434782616,0.7172413793103448,0.411764705882353,0.29310344827586204,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.4444444444444445,0.46666666666666656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.04946808510638298,0.8043478260869565,0.5172413793103449,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.2799999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04946808510638298,0.6086956521739131,0.43103448275862066,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.2799999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.04946808510638298,0.4130434782608696,0.4655172413793104,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.5800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.04946808510638298,0.21739130434782616,0.5,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.5800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.047872340425531915,0.8043478260869565,0.5172413793103449,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.2799999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.047872340425531915,0.6086956521739131,0.43103448275862066,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.2799999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.047872340425531915,0.4130434782608696,0.4655172413793104,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.5800000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.047872340425531915,0.21739130434782616,0.5,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.0,0.5800000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.11170212765957446,0.3913043478260869,0.6551724137931035,0.411764705882353,0.5977011494252873,0.52,0.9999999999999998,0.16666666666666674,0.49799196787148586,0.23529411764705882,0.4444444444444445,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
