num__Grado NLGI Consistencia,num__Viscosidad del Aceite Base a 40°C. cSt,"num__Penetración de Cono a 25°C, 0.1mm","num__Punto de Gota, °C","num__Estabilidad Mecánica, %","num__Punto de Soldadura Cuatro Bolas, kgf","num__Desgaste Cuatro Bolas, mm",num__Indice de Carga-Desgaste,"num__Carga Timken Ok, lb","num__Resistencia al Lavado por Agua a 80°C, %",num__Factor de Velocidad,"num__Temperatura de Servicio °C, min","num__Temperatura de Servicio °C, max",cat__Aceite Base_Mineral,cat__Aceite Base_Mineral HC,cat__Aceite Base_Mineral HT,cat__Aceite Base_Mineral Refinado,cat__Aceite Base_Mineral USP,cat__Aceite Base_Mineral refinado,cat__Aceite Base_Semi-Sintetico,cat__Espesante_Bentonita,cat__Espesante_Complejo Sulfonato de Calcio,cat__Espesante_Complejo de Aluminio,cat__Espesante_Complejo de Aluminio - Poliurea,cat__Espesante_Complejo de Litio,cat__Espesante_Complejo de Poliurea,cat__Espesante_Silica,cat__color_Ambar,cat__color_Azul,cat__color_Beige,cat__color_Beige Claro,cat__color_Blanco,cat__color_CafÃ©,cat__color_CafÃ© Claro,cat__color_Cristalino,cat__color_Gris,cat__color_Negro,cat__color_Rojo,cat__color_Tan,cat__color_Verde,cat__color_Ámbar anaranjado transparente,cat__textura_Adherente,cat__textura_Flexible,cat__textura_Pegajosa,cat__textura_Suave,cat__textura_Suave Adherente,cat__textura_Suave Adhesiva,"cat__textura_Suave, estable",cat__textura_Viscosa adherente
0.6666666666666666,0.17021276595744683,0.21304347826086967,0.6689655172413792,0.02647058823529412,0.42528735632183906,0.52,0.9999999999999998,0.6666666666666667,0.11244979919678713,0.05882352941176469,1.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5,0.11170212765957446,0.30434782608695654,0.6689655172413792,0.17647058823529416,1.0,0.6000000000000001,0.9999999999999998,1.0000000000000002,0.5983935742971886,0.1764705882352941,0.2222222222222222,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.11170212765957446,0.21739130434782616,0.6551724137931035,0.9019607843137255,0.42528735632183906,0.52,0.9999999999999998,0.16666666666666674,0.5983935742971886,0.23529411764705882,0.6666666666666667,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.047872340425531915,0.2195652173913043,0.6551724137931035,0.411764705882353,0.42528735632183906,0.40000000000000013,0.9999999999999998,0.16666666666666674,0.5983935742971886,0.23529411764705882,0.5555555555555556,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5,0.17021276595744683,0.28260869565217384,0.5172413793103449,0.5588235294117647,0.5977011494252873,0.52,0.9999999999999998,0.3333333333333335,0.28714859437751,0.23529411764705882,0.7777777777777778,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.17021276595744683,0.19565217391304346,0.5172413793103449,0.5588235294117647,0.5977011494252873,0.52,0.9999999999999998,0.3333333333333335,0.28714859437751,0.23529411764705882,0.7777777777777778,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,1.0,0.3913043478260869,0.5862068965517241,0.411764705882353,0.42528735632183906,0.52,0.9999999999999998,0.0,0.49799196787148586,0.23529411764705882,0.7777777777777778,0.19999999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2021276595744681,0.6086956521739131,0.6689655172413792,0.07843137254901962,1.0,0.6000000000000001,0.9999999999999998,1.0000000000000002,0.49799196787148586,0.1764705882352941,0.2222222222222222,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.2021276595744681,0.3565217391304347,0.6689655172413792,0.07843137254901962,1.0,0.6000000000000001,0.9999999999999998,1.0000000000000002,0.5983935742971886,0.1764705882352941,0.2222222222222222,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.2021276595744681,0.30434782608695654,0.6689655172413792,0.17647058823529416,1.0,0.6000000000000001,0.9999999999999998,1.0000000000000002,0.5983935742971886,0.1764705882352941,0.2222222222222222,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.2021276595744681,0.16956521739130426,0.6689655172413792,0.06862745098039218,1.0,0.6000000000000001,0.9999999999999998,1.0000000000000002,0.5582329317269075,0.1764705882352941,0.7111111111111111,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2021276595744681,0.07826086956521738,0.6689655172413792,0.29411764705882354,1.0,0.6000000000000001,0.9999999999999998,1.0000000000000002,0.4779116465863453,0.1764705882352941,1.0,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.11170212765957446,0.3913043478260869,0.6689655172413792,0.0,0.42528735632183906,0.52,0.9999999999999998,0.6666666666666667,0.07630522088353414,0.23529411764705882,0.4444444444444445,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.11170212765957446,0.21739130434782616,0.6689655172413792,0.0,0.42528735632183906,0.52,0.9999999999999998,0.6666666666666667,0.07630522088353414,0.23529411764705882,0.4444444444444445,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.17553191489361702,0.2195652173913043,0.6206896551724138,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.6666666666666667,0.2971887550200803,0.23529411764705882,0.5555555555555556,0.3999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.04946808510638298,0.17391304347826098,0.6379310344827586,0.411764705882353,0.15948275862068967,0.52,0.9999999999999998,0.16666666666666674,0.1967871485943775,0.0,0.6666666666666667,0.3999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6666666666666666,0.11702127659574467,0.19565217391304346,0.5172413793103449,0.3137254901960785,0.06609195402298851,1.0,0.9999999999999998,0.0,0.3975903614457831,0.23529411764705882,0.7777777777777778,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
